address,timestamp,voting_power,choice,author_ipfs_hash,reason,proposal_id
0xa23e3C97E92BCE513aA4a13C36Db7475f35aAD79,1668213302,25.074767392727967,1,bafkreie5klkhyil2x53elkrdyd5biiknjgy6ehei2u3gaxoo3fj763igmu,,0x40bd516a25f204ead0c80b20f37ddc6d277b748dbbc757ebb784df935e453814
0x11ae7668842110bE897bA12e301EB36fABB57917,1668213302,25.075750716970965,1,bafkreidtypea5e757i4n6ghy6ow73ld7oisihl3czfjvehhcmctzpjyi3m,,0x40bd516a25f204ead0c80b20f37ddc6d277b748dbbc757ebb784df935e453814
0x77EfA064CBD007491513aA40E54820711217E9d9,1668213302,25.075770383491172,1,bafkreicpctoq55e5oimbzu6tbui5z6kfogmbbm7wv6y6sghlkiadbqf2su,,0x40bd516a25f204ead0c80b20f37ddc6d277b748dbbc757ebb784df935e453814
0xa57b9A84D085FeA53c2a5e569Fe588E3b3826992,1668213302,25.077422368118938,1,QmS9wMyaP9NLSJZAiXM3PTom1Y9mxu5mrFCDq9QUQa5vuA,,0x40bd516a25f204ead0c80b20f37ddc6d277b748dbbc757ebb784df935e453814
0x9C3b9fBDac90dFc1a9b9180f73b587e715a38260,1668213302,25.084600634878843,1,bafkreig6fmvud3sgvw53ehkxnzzjqd3agfrkbjgp57zbqp4z5f57yh575m,,0x40bd516a25f204ead0c80b20f37ddc6d277b748dbbc757ebb784df935e453814
0x92e644271c15faC96F292dF79C336B2aDe2e5cea,1668213302,25.084797299708839,1,bafkreig7cpsojqpueobe26kg6i7hnn7mce26qzo3zrzc5anl5irv23eadm,,0x40bd516a25f204ead0c80b20f37ddc6d277b748dbbc757ebb784df935e453814
0x802CA2f7711FCfCa61771b21f86D5E6b9137dC2d,1668213302,25.094433877029719,1,bafkreiemv4pntkxtvxlkncmr66afxfm2kfgmdai6z7gume4vy2xmpuhnbm,,0x40bd516a25f204ead0c80b20f37ddc6d277b748dbbc757ebb784df935e453814
0xa23e3C97E92BCE513aA4a13C36Db7475f35aAD79,1668213510,25.074912940673173,1,bafkreidd4a3i6cs5gwf6y75dwf4ods4lefd57ka2zpebvoe4ba5xez6jvy,,0x9fd0e509ac0a27260328e49e4fe4cae5326b7e91c79699b4f306dfc3867749aa
0x11ae7668842110bE897bA12e301EB36fABB57917,1668213510,25.075896270623929,1,QmXWPjgHotV1aFf8DD91fazUf1SPPBNSnZ4d2UbwUJUsTn,,0x9fd0e509ac0a27260328e49e4fe4cae5326b7e91c79699b4f306dfc3867749aa
0x77EfA064CBD007491513aA40E54820711217E9d9,1668213510,25.075915937258294,1,bafkreidandnaxusxdhnzlhwmv7tkwjuljxhebrpl2cvir7rd7whv6qzzzy,,0x9fd0e509ac0a27260328e49e4fe4cae5326b7e91c79699b4f306dfc3867749aa
0xa57b9A84D085FeA53c2a5e569Fe588E3b3826992,1668213510,25.0775679314751,1,QmV6uzXFmxnLv8dXVszkbmkjcNDiTXCuaDzu8TiqpLjR1c,,0x9fd0e509ac0a27260328e49e4fe4cae5326b7e91c79699b4f306dfc3867749aa
